laptop_id,name,price(in Rs.),processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,usage,range,ram_id,storage_id
400,acer Predator Helios 300 Core i7 12th Gen,156490.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,5.0,4.0,0.0,1,2,16,1000
402,Avita SATUS S111 Celeron Dual Core,16490.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,14.1,3.8,689.0,92.0,4,3,4,128
404,ALIENWARE Core i7 10th Gen,250000.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,4.0,5.0,2.0,1,2,16,1000
406,DELL Inspiron Core i5 11th Gen,57990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.7,10.0,0.0,1,2,8,512
409,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,46990.0,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.2,1232.0,119.0,4,4,16,512
411,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
412,DELL Ryzen 5 Hexa Core AMD R5,88990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.6,11.0,0.0,2,2,16,512
413,HP Spectre Intel Evo Core i7 12th Gen,145499.0,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,16.0,3.7,3.0,0.0,1,2,16,512
414,Infinix INBook X2 Plus Core i3 11th Gen,33990.0,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,197.0,43.0,1,2,8,512
415,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
417,ASUS Vivobook 15 Core i3 11th Gen,39990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,44.0,1.0,1,2,8,512
418,HP Core i5 7th Gen,58800.0,Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,13.3,4.3,6.0,3.0,4,3,8,256
420,ASUS TUF Gaming F15 Core i7 11th Gen,101490.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,4.5,499.0,63.0,1,2,16,1000
421,APPLE 2021 Macbook Pro M1 Pro,219894.0,Apple M1 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,1000 GB SSD,14.2,4.8,119.0,14.0,3,1,16,1000
422,HP Victus Ryzen 5 Hexa Core 5600H,69990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.7,3.0,0.0,2,2,8,512
423,DELL Insprion 3511 Core i3 11th Gen,41990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1000 GB HDD,15.6,3.6,25.0,4.0,1,2,8,1000
424,ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7,57990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.3,74.0,7.0,2,3,8,512
427,DELL G15 Ryzen 5 Hexa Core AMD R5,72790.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.6,213.0,36.0,2,2,8,512
428,acer Aspire 5 Core i5 11th Gen,60130.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.1,85.0,5.0,1,2,8,1000
429,MSI GF65 Thin Core i5 9th Gen,74990.0,Intel Core i5 Processor (9th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.6,893.0,173.0,4,3,16,512
430,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,157990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,4.0,4.0,0.0,2,3,16,1000
432,ASUS Core i7 11th Gen,59490.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.6,5.0,0.0,1,2,16,512
433,DELL Core i5 11th Gen,58490.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.0,3.0,2.0,1,2,8,512
435,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
439,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
440,ASUS VivoBook Gaming (2020) Core i7 10th Gen,87390.0,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.3,273.0,41.0,1,2,8,1000
442,ALIENWARE Core i7 10th Gen,214790.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,4.1,13.0,4.0,1,2,16,1000
444,ALIENWARE Core i7 10th Gen,199990.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.9,12.0,0.0,1,2,16,512
446,HP Chromebook Intel Core i5 11th Gen,61990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Chrome Operating System,256 GB SSD,14.0,4.7,3.0,0.0,1,2,8,256
448,Mi Notebook Horizon Edition 14 Core i7 10th Gen,59990.0,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.2,569.0,59.0,1,2,8,512
455,acer Aspire 5 Core i5 11th Gen,46990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,14.0,3.7,337.0,35.0,1,2,8,1000
457,DELL Vostro Core i3 11th Gen,42690.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.96,4.4,171.0,18.0,1,2,8,256
458,HP Pavilion Gaming Ryzen 5 Quad Core 3550H,59990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,2208.0,248.0,2,3,8,512
459,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
460,APPLE 2021 Macbook Pro M1 Pro,222990.0,Apple M1 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,16.2,4.8,119.0,14.0,3,1,16,512
461,ASUS Core i3 12th Gen,42990.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,3.8,5.0,2.0,1,3,8,512
462,MSI GP65 Leopard Core i7 10th Gen,156090.0,Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|512 GB SSD,15.6,4.4,316.0,53.0,1,2,32,1000
463,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
464,DELL G15 Core i5 10th Gen,69890.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.3,333.0,29.0,1,2,8,512
465,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,63990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.6,58.0,7.0,2,3,16,512
466,DELL G15 Core i7 12th Gen,108990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.0,12.0,4.0,1,2,16,512
471,MSI Bravo Ryzen 5 Hexa Core 5600H,58500.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,2239.0,299.0,2,2,8,512
472,acer Aspire 3 Ryzen 3 Dual Core 3250U,33200.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,264.0,31.0,2,3,8,512
473,DELL Inspiron Ryzen 3 Quad Core 5425U,41890.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.9,8.0,0.0,2,3,8,512
476,Lenovo IdeaPad Core i3 10th Gen,35990.0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.2,66.0,8.0,1,2,4,256
478,DELL Ryzen 5 Hexa Core AMD R5,71990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.6,110.0,22.0,2,2,8,512
479,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,105990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,4.5,90.0,18.0,2,3,16,1000
480,Lenovo IdeaPad Gaming 3 Core i5 11th Gen,58900.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.1,45.0,10.0,1,2,8,512
481,MSI Creator Z16 Core i9 11th Gen,210990.0,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,16.0,4.7,3.0,0.0,1,2,16,1000
482,Lenovo IdeaPad Slim 5 Ryzen 7 Hexa Core 5700U,65990.0,AMD Ryzen 7 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.0,4.0,1.0,2,3,16,512
483,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
484,acer Predator Helios 300 Core i7 10th Gen,150490.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,2000 GB SSD,15.6,4.7,21.0,5.0,1,2,16,2000
485,DELL Vostro Core i3 10th Gen,42490.0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,14.0,4.2,50.0,4.0,1,2,4,1000
487,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
488,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
489,ASUS Chromebook Celeron Dual Core,18990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,512 GB SSD,11.6,3.6,387.0,51.0,4,3,4,512
490,DELL Inspiron Core i5 11th Gen,78190.0,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1000 GB SSD,13.3,4.5,22.0,3.0,1,2,8,1000
491,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
493,ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3,34990.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.4,405.0,48.0,2,3,8,512
494,acer Predator Helios 300 Core i9 11th Gen,119990.0,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,4.4,57.0,7.0,1,2,16,1000
495,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
498,ASUS EeeBook 12 Celeron Dual Core,18990.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD,11.6,4.0,20.0,1.0,4,3,4,1000
499,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
501,HP 15s Core i3 11th Gen,39490.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.0,5.0,0.0,1,2,8,256
502,acer Aspire 7 Core i5 12th Gen,64990.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,302.0,36.0,1,2,8,512
503,Lenovo Intel Core i3 11th Gen,38290.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,3.9,37.0,1.0,1,2,8,512
505,Infinix X1 Slim Series Core i3 10th Gen,30990.0,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.3,4379.0,580.0,1,2,8,256
506,APPLE MacBook Pro Core i5 8th Gen,163990.0,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,13.3,4.2,107.0,13.0,1,2,8,512
507,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
508,acer Aspire 3 Celeron Dual Core,41999.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.5,24.0,6.0,4,3,4,256
509,acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5,55990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,61.0,7.0,2,2,8,512
511,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
513,DELL Inspiron Ryzen 7 Octa Core 5700U,88890.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.5,14.0,2.0,2,3,16,512
515,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
516,DELL Vostro Core i3 11th Gen,40690.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.1,9.0,1.0,1,2,8,256
517,ASUS (2022) Celeron Dual Core,24290.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,11.6,4.1,197.0,18.0,4,3,4,128
519,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
520,ASUS Core i5 12th Gen,74990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.0,4.0,0.0,1,2,16,512
523,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
525,Infinix X1 Slim Series Core i5 10th Gen,37990.0,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.2,713.0,103.0,1,2,8,512
527,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
528,Lenovo Core i3 10th Gen,37890.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,14.0,5.0,4.0,0.0,1,2,8,256
531,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
532,DELL G15 Core i7 12th Gen,127490.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.8,12.0,6.0,1,2,16,512
534,acer Predator Helios 300 Core i5 7th Gen,129999.0,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|128 GB SSD,15.6,4.5,3221.0,691.0,4,3,8,1000
535,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
539,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
540,MSI Stealth Core i7 8th Gen,185790.0,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.8,5.0,1.0,1,2,16,512
541,DELL Vostro Core i3 11th Gen,41290.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.96,4.2,534.0,59.0,1,2,8,256
542,DELL Inspiron Ryzen 3 Dual Core 3250U,38690.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.7,6.0,0.0,2,3,8,256
543,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
544,Lenovo IdeaPad Gaming 3 Core i5 11th Gen,71990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,15.6,4.4,395.0,43.0,1,2,8,512
545,Lenovo Intel Core i5 10th Gen,72490.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,29.0,6.0,1,2,8,512
546,acer aspire 5 gaming Core i5 12th Gen,61999.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.7,3.0,0.0,1,2,8,512
547,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
548,ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9,105990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,15.6,4.4,87.0,12.0,2,1,16,512
551,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
553,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,62990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,43.0,7.0,2,2,8,512
555,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
556,DELL Inspiron Ryzen 5 Quad Core 3450U,42690.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,15.6,4.0,318.0,28.0,2,3,8,256
557,MSI Katana GF66 Core i5 11th Gen,73990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.5,256.0,45.0,1,2,16,512
559,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
563,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
564,DELL G15 Ryzen 7 Octa Core 5800H,93900.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,5.0,1.0,2,3,16,512
565,MSI GF63 Thin Core i5 9th Gen,58499.0,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.5,4351.0,596.0,4,3,8,512
566,HP Pavilion Ryzen 5 Hexa Core 5500U,50983.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.8,10.0,0.0,2,2,16,512
567,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
569,DELL Vostro Ryzen 5 Quad Core 3500U,47090.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.4,17.0,2.0,2,3,8,512
570,ASUS ZenBook 13 Core i7 8th Gen,66990.0,Intel Core i7 Processor (8th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,13.3,4.3,40.0,4.0,1,2,8,512
571,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
572,Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,40200.0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,15.6,3.9,50.0,1.0,1,2,4,256
573,ASUS VivoBook 14 (2022) Core i3 12th Gen,47990.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,14.0,4.3,39.0,9.0,1,3,8,512
574,acer Aspire 5 Ryzen 7 Octa Core 5700U,59990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,5.0,3.0,0.0,2,3,8,512
575,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
577,HP Core i5 11th Gen,51890.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,283.0,17.0,1,2,8,512
579,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
580,DELL Inspiron Pentium Quad Core,35500.0,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.1,123.0,18.0,4,3,4,256
583,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
584,HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U,28490.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,14.0,4.4,17.0,3.0,2,3,8,512
585,HP Pavilion Intel Core i5 12th Gen,64990.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.0,123.0,15.0,1,2,8,512
586,ASUS ROG Core i7 7th Gen,146490.0,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,3.0,2.0,1.0,4,3,8,1000
590,Lenovo Core i3 11th Gen,40699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.1,29.0,2.0,1,2,8,512
592,acer Intel EVO Swift 5 Core i5 11th Gen,69990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.8,5.0,0.0,1,2,8,512
594,DELL Vostro Core i5 11th Gen,63090.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.0,3.9,89.0,9.0,1,2,8,512
598,Lenovo IdeaPad Gaming 3 Core i5 11th Gen,57890.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,3.9,117.0,15.0,1,2,8,512
602,DELL Inspiron Core i3 11th Gen,40890.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,15.6,4.0,53.0,4.0,1,2,8,256
603,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
