laptop_id,name,price(in Rs.),processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,usage,range,ram_id,storage_id
793,Lenovo Ideapad 720S Core i5 8th Gen,74990.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,13.3,3.3,3.0,1.0,1,2,8,512
794,HP Pavilion Gaming Core i5 11th Gen,68690.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,479.0,57.0,1,2,8,1000
795,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
798,MSI GP76 Core i7 11th Gen,180990.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,17.3,4.5,27.0,6.0,1,2,16,1000
799,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
805,HP 15s Core i3 10th Gen,40250.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.1,1147.0,119.0,1,2,8,1000
806,DELL Core i5 11th Gen,61890.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,3.5,6.0,1.0,1,2,8,1000
808,HP Intel Core i5 10th Gen,97500.0,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,3.7,3.0,0.0,1,2,16,512
809,ASUS ZenBook 13 Core i5 8th Gen,74490.0,Intel Core i5 Processor (8th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,13.3,4.2,50.0,4.0,1,2,8,512
811,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,73990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.0,15.0,5.0,2,2,8,512
813,MSI GS Core i7 8th Gen,149990.0,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.1,10.0,3.0,1,2,16,512
815,ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7,85990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,17.3,4.5,1468.0,194.0,2,3,16,512
816,HP Victus Ryzen 5 Hexa Core 5600H,59000.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,16.1,4.2,9.0,2.0,2,2,8,512
817,HP Intel Core i5 10th Gen,97500.0,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,3.7,3.0,0.0,1,2,16,512
818,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,73990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.0,15.0,5.0,2,2,8,512
819,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
822,APPLE 2020 Macbook Pro M1,129990.0,Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,512 GB SSD,13.3,4.5,481.0,50.0,3,3,8,512
823,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
824,Infinix INBook X2 Plus Core i7 11th Gen,52990.0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,26.0,6.0,1,2,16,512
827,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
828,ASUS TUF Gaming F15 Core i5 10th Gen,59990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.5,5145.0,564.0,1,2,8,512
830,HP 15s Intel Core i5 12th Gen,61000.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.8,45.0,6.0,1,2,8,512
831,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
832,HP Ryzen 3 Dual Core 3250U,31490.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,3.7,36.0,3.0,2,3,8,256
833,MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U,99990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD,15.0,3.8,9.0,0.0,2,3,8,128
835,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
839,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
840,MSI GF63 Thin Core i5 9th Gen,59990.0,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.5,1197.0,151.0,4,3,8,512
842,ASUS Chromebook Flip Touch Celeron Dual Core,22990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,512 GB SSD,11.6,4.0,1853.0,287.0,4,3,4,512
843,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
846,acer Nitro 5 Core i5 12th Gen,85499.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.5,4.0,1.0,1,2,8,512
847,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
849,Lenovo Legion 5 Pro Core i7 11th Gen,152124.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB SSD,16.0,4.6,49.0,3.0,1,2,16,1000
852,DELL G7 Core i9 10th Gen,206490.0,Intel Core i9 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,4.3,22.0,3.0,4,3,16,1000
853,Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,28490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,64 bit Chrome Operating System,1000 GB SSD,11.6,3.6,153.0,22.0,4,3,4,1000
854,DELL Vostro 3000 Core i5 8th Gen,45126.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,14.0,4.0,1371.0,177.0,1,2,8,1000
856,ASUS TUF Gaming F15 Core i9 11th Gen,144990.0,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,4.4,9.0,3.0,1,2,16,1000
857,ASUS Vivobook Gaming Core i7 10th Gen,65990.0,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.3,76.0,7.0,1,2,8,512
860,DELL Inspiron Ryzen 5 Hexa Core 5500U,66490.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.4,293.0,39.0,2,2,8,512
861,DELL Vostro Core i3 11th Gen,43090.0,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,35.0,4.2,33.0,7.0,1,2,4,1000
864,Lenovo IdeaPad 3 Core i3 10th Gen,33490.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,15.6,3.6,22.0,4.0,1,2,8,256
865,acer Aspire 5 Core i5 11th Gen,47130.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.0,566.0,61.0,1,2,8,1000
866,HP 250 G8 Core i3 11th Gen,39999.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,DOS Operating System,512 GB SSD,15.6,4.0,52.0,8.0,1,2,8,512
867,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
869,DELL Core i7 11th Gen,99900.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.5,28.0,3.0,1,2,16,512
871,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
873,Lenovo Intel Core i5 11th Gen,68290.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.1,8.0,0.0,1,2,16,512
876,DELL Core i5 5th Gen,68990.0,Intel Core i5 Processor (5th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,1.6,23.0,4.0,4,3,8,1000
877,DELL 7000 Series Core i7 12th Gen,105890.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.8,4.0,0.0,1,2,16,512
878,ASUS VivoBook 14 Core i5 8th Gen,54990.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.4,2298.0,307.0,1,2,8,512
881,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,57990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.2,116.0,16.0,2,2,8,512
884,MSI GF63 Thin Core i5 10th Gen,54450.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.1,1235.0,159.0,1,2,8,1000
886,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,107990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1000 GB SSD,15.6,4.0,17.0,4.0,2,3,16,1000
887,RedmiBook 15 Core i3 11th Gen,44990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,15.6,4.2,4443.0,518.0,1,2,8,512
889,Lenovo Ideapad 520 Core i5 8th Gen,64821.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2000 GB HDD,15.6,3.3,4.0,0.0,1,2,8,2000
891,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
892,HP Spectre x360 Core i7 10th Gen,163990.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,13.3,3.3,3.0,1.0,1,2,16,512
893,DELL Core i5 11th Gen,68990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,187.0,16.0,1,2,16,512
894,lenovo Yoga 7 Core i7 11th Gen Intel EVO,105990.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.7,86.0,14.0,1,2,16,512
895,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
898,DELL 5000 Core i5 7th Gen,76990.0,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.4,295.0,71.0,4,3,8,1000
900,Lenovo B50,52490.0,Intel Core i5 Processor (4th Gen),8 GB DDR3 RAM,64 bit Windows 8 Operating System,1000 GB HDD,15.6,3.8,78.0,17.0,1,3,8,1000
904,MSI GF63 Thin Core i7 9th Gen,66990.0,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.5,1667.0,232.0,4,2,8,512
905,DELL Inspiron Core i5 11th Gen,55190.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.0,3.0,0.0,1,2,8,512
907,Vaio SE Series Core i5 8th Gen,62890.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,3.8,84.0,13.0,1,2,8,512
908,acer Extensa Pentium Quad Core,24800.0,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.4,12.0,3.0,4,3,4,256
910,MSI Modern 14 Core i7 11th Gen,80590.0,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.6,21.0,3.0,1,2,8,512
911,HP Pavilion Ryzen 5 Hexa Core 5625U,63490.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,70.0,7.0,2,2,16,512
912,DELL G15 Core i5 10th Gen,73990.0,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,38.0,6.0,1,2,16,512
913,ASUS Core i5 10th Gen,44990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,14.0,4.4,21.0,2.0,1,2,8,512
914,acer Aspire 5 Core i5 8th Gen,59990.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.0,121.0,27.0,1,2,8,1000
915,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
916,DELL Inspiron 3501 Core i3 10th Gen,39690.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.96,4.3,4.0,0.0,1,2,8,256
918,DELL G15 Core i7 12th Gen,149990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,4.0,11.0,0.0,1,2,16,1000
919,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
921,ASUS TUF Gaming F15 Core i5 10th Gen,64990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.5,5145.0,564.0,1,2,8,512
922,HP Chromebook x360 Intel Celeron Quad Core,27990.0,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,512 GB SSD,14.0,3.8,26.0,3.0,4,3,4,512
925,acer Aspire 5 Gaming Core i5 12th Gen,65200.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.8,4.0,0.0,1,2,16,512
926,HP Core i3 10th Gen,39643.0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1000 GB HDD,15.6,3.9,47.0,4.0,1,2,4,1000
927,ASUS Vivobook Core i3 11th Gen,34990.0,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.5,79.0,10.0,1,2,4,256
929,ASUS EeeBook 12 Celeron Dual Core 4th Gen,20990.0,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB HDD|512 GB SSD,11.6,3.9,199.0,20.0,4,3,4,512
930,HP Core i3 11th Gen,43500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.0,4.0,0.0,1,2,8,512
931,Lenovo Ideapad 330s Core i5 8th Gen,56990.0,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.0,21.0,5.0,1,2,4,1000
933,HP Ryzen 3 Dual Core,36600.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,256 GB HDD,15.6,4.7,3.0,0.0,2,3,8,256
934,HP 15s Ryzen 3 Quad Core 5300U,40499.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.3,274.0,42.0,2,3,8,512
935,HP Pavilion Ryzen 5 Hexa Core 5500U,56900.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.1,27.0,2.0,2,2,16,512
938,acer Nitro 5 Spin Core i5 8th Gen,79258.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.0,163.0,58.0,1,2,8,1000
939,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
940,DELL GAMING G5 SERIES Core i5 10th Gen,69890.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.2,6.0,0.0,1,2,8,512
943,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
948,HP Intel Core i5 10th Gen,127000.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,13.3,5.0,2.0,1.0,1,2,8,512
950,acer Aspire 7 Core i5 9th Gen,57090.0,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,2952.0,364.0,4,3,8,512
952,HP Ryzen 5 Hexa Core 5500U,50490.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.3,569.0,53.0,2,2,8,512
953,ASUS VivoBook S14 Core i7 8th Gen,67990.0,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,14.0,4.4,994.0,172.0,1,2,8,1000
956,acer Swift 5 Core i5 8th Gen,81998.0,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.0,15.0,3.0,1,2,8,256
957,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,187990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,3.7,6.0,1.0,2,1,16,1000
959,MSI Modern 14 Ryzen 5 Hexa Core 5500U,45990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.4,3189.0,430.0,2,2,8,512
960,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,88990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.7,3.0,0.0,2,3,16,512
961,HP Pavilion Intel Core i5 11th Gen,66890.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,41.0,2.0,1,2,8,512
962,Nokia PureBook S14 Core i5 11th Gen,47990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.0,94.0,20.0,1,2,8,512
963,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
965,Lenovo IdeaPad 3 Chromebook Celeron Dual Core,16990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,128 GB SSD,11.6,3.5,1386.0,164.0,4,3,4,128
967,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
969,HP Ryzen 3 Dual Core,27990.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,15.6,3.8,40.0,3.0,2,3,8,256
970,Vaio E Series Ryzen 5 Quad Core 3500U,41990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.0,706.0,142.0,2,3,8,512
973,MSI Core i5 12th Gen,73490.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.6,57.0,11.0,1,2,8,512
974,Avita Liber Core i7 10th Gen,51990.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,14.0,3.8,318.0,59.0,1,2,16,1000
976,Infinix X1 Slim Series Core i7 10th Gen,46990.0,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,3.7,114.0,27.0,1,2,16,512
978,ASUS Chromebook Celeron Dual Core,21990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,512 GB SSD,14.0,3.8,1135.0,167.0,4,3,4,512
979,ASUS VivoBook 15 Core i3 10th Gen,37990.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.0,1907.0,227.0,1,2,8,1000
980,HP Chromebook MediaTek Kompanio 500,22670.0,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,Chrome Operating System,1000 GB HDD,11.6,3.8,5991.0,687.0,4,1,4,1000
981,ASUS Ryzen 5 Hexa Core,54990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,14.0,4.5,22.0,5.0,2,2,8,512
982,DELL Inspiron Core i3 11th Gen,40990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.0,801.0,104.0,1,2,8,1000
